label_idx,OT_true,exog_temp,emb_cluster
39526,-5.32,-11.02,0
39527,-5.49,-11.74,0
39528,-5.66,-12.03,0
39529,-5.83,-11.89,0
39530,-5.89,-11.93,0
39542,-5.37,-11.77,0
39531,-6.17,-12.31,0
39533,-5.72,-12.84,0
39534,-5.49,-12.74,0
39535,-5.43,-11.89,0
39536,-6.06,-11.36,0
39537,-5.83,-11.57,0
39538,-6.11,-11.7,0
39539,-5.49,-11.66,0
39540,-5.66,-12.16,0
39532,-5.77,-12.54,0
39564,-5.83,-11.92,0
39565,-5.31,-12.04,0
39566,-5.54,-11.88,0
39590,-5.6,-8.94,0
39591,-5.88,-8.84,0
39592,-5.49,-8.83,0
39593,-5.32,-9.28,0
39594,-5.6,-9.08,0
39595,-6.06,-9.7,0
39596,-19.63,-9.97,0
39597,-14.4,-9.55,0
39589,-5.89,-9.3,0
39598,-14.28,-9.42,0
39600,-16.45,-9.47,0
39601,-15.12,-9.78,0
39602,-15.14,-9.44,0
39603,-18.32,-9.72,0
39604,-14.33,-9.59,0
39605,-14.06,-9.78,0
39606,-17.07,-9.92,0
39607,-11.59,-9.8,0
39599,-13.26,-9.26,0
39588,-6.0,-9.55,0
39587,-5.37,-9.46,0
39586,-5.6,-9.42,0
39567,-6.0,-11.87,0
39568,-6.09,-11.72,0
39569,-6.03,-11.86,0
39570,-5.94,-11.22,0
39571,-5.94,-10.37,0
39572,-5.49,-9.83,0
39573,-5.89,-10.0,0
39574,-5.49,-10.05,0
39575,-6.11,-10.23,0
39576,-5.83,-10.24,0
39577,-5.66,-10.1,0
39578,-6.11,-9.73,0
39579,-5.83,-9.82,0
39580,-5.37,-9.65,0
39581,-5.6,-9.88,0
39582,-5.54,-10.14,0
39583,-5.54,-9.68,0
39584,-5.32,-10.21,0
39585,-5.77,-9.32,0
39522,-5.6,-13.02,0
39521,-5.32,-12.86,0
39520,-5.32,-12.46,0
39519,-5.72,-12.24,0
39456,-5.26,-13.12,0
39457,-5.26,-12.91,0
39458,-5.08,-12.97,0
39459,-5.6,-12.61,0
39460,-4.85,-12.66,0
39461,-5.08,-12.69,0
39462,-5.66,-12.66,0
39463,-6.06,-12.79,0
39455,-5.6,-13.13,0
39464,-5.66,-12.79,0
39466,-5.54,-13.0,0
39467,-5.57,-12.68,0
39468,-5.27,-12.54,0
39469,-5.7,-12.43,0
39470,-5.39,-13.0,0
39471,-5.28,-13.69,0
39472,-5.15,-13.1,0
39473,-5.39,-12.78,0
39465,-5.77,-12.8,0
39454,-5.66,-13.16,0
39453,-5.54,-13.08,0
39452,-4.4,-12.89,0
39433,-5.43,-13.5,0
39434,-5.2,-13.99,0
39435,-5.54,-14.59,0
39436,-5.54,-14.32,0
39437,-5.72,-14.12,0
39438,-5.83,-13.95,0
39439,-6.06,-13.88,0
39440,-5.66,-13.7,0
39441,-5.54,-13.32,0
39442,-5.75,-13.27,0
39443,-5.71,-13.32,0
39444,-6.34,-13.32,0
39445,-5.72,-13.33,0
39446,-5.83,-13.17,0
39447,-6.17,-13.24,0
39448,-4.8,-13.13,0
39449,-5.43,-12.95,0
39450,-5.54,-12.83,0
39451,-5.25,-12.96,0
39474,-5.63,-13.12,0
39608,-6.72,-9.86,0
39475,-5.0,-12.48,0
39477,-5.15,-12.85,0
39501,-7.96,-12.57,0
39502,-5.54,-12.57,0
39503,-5.57,-13.38,0
39504,-5.82,-12.95,0
39505,-5.8,-12.69,0
39506,-5.7,-12.44,0
39507,-5.94,-12.5,0
39508,-5.51,-12.48,0
39500,-7.34,-12.85,0
39509,-5.67,-12.14,0
39511,-5.45,-12.66,0
39512,-5.66,-12.34,0
39513,-5.88,-12.43,0
39514,-5.89,-12.62,0
39515,-5.43,-12.49,0
39516,-6.11,-12.18,0
39517,-5.37,-12.34,0
39518,-5.14,-12.04,0
39510,-5.2,-12.18,0
39499,-5.5,-13.14,0
39498,-5.14,-12.93,0
39497,-5.78,-12.47,0
39478,-5.43,-12.74,0
39479,-5.36,-12.52,0
39480,-5.86,-12.98,0
39481,-5.74,-12.85,0
39482,-5.64,-12.63,0
39483,-5.64,-13.4,0
39484,-5.5,-13.21,0
39485,-5.92,-12.95,0
39486,-5.86,-12.9,0
39487,-6.07,-12.91,0
39488,-5.64,-12.8,0
39489,-5.29,-12.63,0
39490,-5.64,-12.24,0
39491,-6.07,-12.98,0
39492,-5.5,-13.18,0
39493,-5.29,-12.97,0
39494,-5.93,-12.75,0
39495,-5.93,-12.65,0
39496,-6.07,-12.79,0
39476,-5.28,-12.93,0
39609,-6.19,-10.73,0
39610,-5.85,-12.05,0
39611,-5.71,-12.01,0
39726,1075.55,-10.27,0
39727,799.48,-10.19,0
39728,743.25,-10.13,0
39729,665.96,-9.95,0
39730,1099.73,-10.1,0
39731,1122.95,-10.3,0
39732,1206.78,-10.18,0
39733,1122.55,-10.41,0
39724,849.45,-9.9,0
39736,1470.39,-10.42,0
37501,1260.63,-9.3,0
37500,1195.84,-9.3,0
39741,606.21,-9.9,0
39742,953.65,-10.0,0
39743,1260.33,-10.38,0
39744,825.67,-10.28,0
39745,458.66,-9.95,0
39746,396.52,-9.7,0
39737,1181.29,-10.34,0
39723,1158.01,-10.21,0
39722,1193.58,-10.16,0
39721,1159.6,-10.31,0
39702,424.15,-9.73,0
39703,583.39,-9.89,0
39704,269.7,-9.58,0
39705,145.63,-9.38,0
39706,180.52,-9.51,0
39707,439.52,-9.54,0
39708,987.28,-10.04,0
39709,856.16,-10.18,0
39710,858.66,-10.26,0
39711,716.67,-10.32,0
39712,580.37,-10.22,0
39713,431.83,-9.94,0
39714,657.37,-9.84,0
39715,982.04,-10.07,0
39716,1002.13,-10.2,0
39717,1074.69,-10.38,0
39718,918.76,-10.32,0
39719,611.1,-9.91,0
39720,960.76,-10.15,0
39747,408.72,-9.62,0
39701,448.17,-9.72,0
39748,936.46,-9.9,0
39750,958.65,-10.24,0
39774,1498.66,-10.34,0
39775,1644.21,-10.3,0
39783,1463.96,-10.62,0
39784,1182.01,-10.71,0
39788,856.95,-10.76,0
39789,956.32,-10.6,0
39790,941.98,-10.65,0
39791,935.21,-10.7,0
39773,1377.8,-10.12,0
39792,1452.58,-10.75,0
39803,630.36,-10.52,0
39804,774.26,-10.51,0
39805,855.53,-10.7,0
39806,1088.75,-10.74,0
39807,944.71,-10.85,0
39808,715.31,-10.58,0
39809,543.78,-10.61,0
39810,624.65,-10.66,0
39793,1391.23,-10.94,0
39772,1075.82,-9.99,0
39771,800.66,-9.99,0
39770,591.16,-9.79,0
39751,827.19,-10.14,0
39752,754.96,-10.19,0
39753,824.56,-10.08,0
39754,831.59,-9.93,0
39755,803.0,-10.28,0
39756,738.91,-9.96,0
39757,781.95,-9.84,0
39758,1153.93,-10.06,0
39759,1041.53,-10.11,0
39760,749.79,-10.08,0
39761,606.02,-9.96,0
39762,603.89,-9.69,0
39763,466.31,-9.82,0
39764,740.76,-9.87,0
39765,1108.54,-9.96,0
39766,1028.44,-10.21,0
39767,1063.44,-10.29,0
39768,697.58,-10.05,0
39769,615.2,-9.8,0
39749,1169.02,-10.22,0
40224,73.64,-16.81,0
39700,501.61,-9.59,0
39698,313.69,-9.48,0
39635,160.84,-10.34,0
39636,191.36,-10.53,0
39637,230.06,-10.54,0
39638,166.6,-10.45,0
39639,217.61,-10.4,0
39640,213.41,-10.48,0
39641,178.98,-10.49,0
39642,88.07,-10.34,0
39634,-25.18,-9.94,0
39643,98.96,-10.17,0
39645,93.64,-10.06,0
39646,68.17,-9.83,0
39647,51.94,-9.64,0
39648,37.22,-9.64,0
39649,44.27,-9.53,0
39650,116.46,-10.02,0
39651,215.12,-10.03,0
39652,127.44,-10.2,0
39644,122.01,-10.14,0
39633,-16.72,-9.9,0
39632,-18.99,-10.38,0
39631,-6.54,-10.64,0
39612,-5.78,-11.99,0
39613,-5.83,-12.06,0
39614,-5.98,-11.69,0
39615,-6.47,-10.99,0
39616,-6.17,-10.77,0
39617,-6.69,-10.49,0
39618,-6.19,-10.72,0
39619,-6.47,-11.84,0
39620,-6.33,-12.07,0
39621,-6.19,-12.11,0
39622,-5.69,-11.86,0
39623,-6.33,-11.24,0
39624,-5.9,-11.12,0
39625,-5.83,-10.51,0
39626,-5.26,-9.94,0
39627,-5.48,-10.23,0
39628,-5.34,-10.73,0
39629,-4.7,-11.24,0
39630,-6.69,-11.23,0
39653,125.83,-10.13,0
39699,437.01,-9.67,0
39654,284.44,-10.32,0
39656,169.02,-10.0,0
39680,35.74,-9.17,0
39681,80.24,-9.08,0
39682,224.51,-9.36,0
39683,268.73,-9.52,0
39684,171.16,-9.6,0
39685,158.15,-9.5,0
39686,401.33,-9.57,0
39687,616.28,-10.06,0
39679,168.4,-9.58,0
39688,526.59,-10.14,0
39690,460.52,-9.93,0
39691,348.35,-9.6,0
39692,661.7,-9.84,0
39693,493.92,-10.04,0
39694,447.09,-9.7,0
39695,441.97,-9.86,0
39696,373.56,-9.94,0
39697,237.37,-9.79,0
39689,581.51,-10.26,0
39678,191.5,-9.51,0
39677,144.95,-9.35,0
39676,245.51,-10.09,0
39657,81.89,-9.76,0
39658,82.46,-9.58,0
39659,211.25,-9.86,0
39660,131.92,-9.93,0
39661,175.74,-9.72,0
39662,79.9,-9.76,0
39663,73.3,-9.47,0
39664,113.19,-9.61,0
39665,24.07,-9.52,0
39666,-23.67,-9.66,0
39667,0.4,-9.34,0
39668,1.88,-9.54,0
39669,72.39,-9.46,0
39670,-27.26,-9.16,0
39671,-27.26,-9.24,0
39672,-23.33,-9.3,0
39673,104.26,-9.7,0
39674,360.07,-9.92,0
39675,482.37,-10.21,0
39655,198.84,-10.24,0
40225,76.83,-16.84,0
40226,83.49,-16.81,0
40227,82.06,-16.8,0
36525,-5.77,-10.24,0
36524,-5.66,-10.46,0
36523,-5.83,-10.48,0
36522,-5.83,-10.17,0
36521,-5.54,-9.78,0
36520,-5.72,-9.66,0
36519,-5.09,-9.74,0
36518,-5.83,-9.6,0
36526,-5.54,-10.07,0
36517,-5.49,-9.64,0
36515,-6.06,-9.45,0
36514,-5.15,-9.38,0
36513,-5.52,-9.48,0
36512,-5.63,-9.7,0
36511,-5.66,-9.71,0
36510,-5.43,-9.81,0
36509,-5.66,-9.86,0
36508,-5.94,-9.76,0
36516,-5.09,-9.59,0
36507,-5.73,-9.62,0
36527,-5.72,-10.01,0
36529,-5.72,-9.74,0
36547,-5.37,-9.92,0
36546,-4.62,-9.88,0
36545,-4.83,-10.02,0
36544,-5.31,-10.01,0
36543,-5.32,-9.96,0
36542,-4.74,-9.98,0
36541,-5.37,-10.05,0
36540,-5.88,-10.0,0
36528,-5.66,-9.95,0
36539,-5.89,-9.74,0
36537,-5.66,-9.62,0
36536,-5.89,-9.68,0
36535,-5.72,-9.68,0
36534,-5.89,-9.76,0
36533,-5.54,-9.8,0
36532,-5.83,-9.81,0
36531,-5.54,-9.74,0
36530,-5.66,-9.71,0
36538,-5.49,-9.61,0
36506,-5.63,-9.77,0
36505,-5.89,-9.92,0
36504,-5.72,-9.93,0
36480,-22.42,-10.81,0
36479,-22.59,-10.81,0
36478,-22.93,-10.81,0
36477,-22.82,-10.81,0
36476,-23.11,-10.81,0
36475,-21.97,-10.81,0
36474,-21.68,-10.81,0
36473,-21.28,-10.81,0
36481,-22.42,-10.81,0
36472,-20.54,-10.81,0
36470,-3.02,-10.92,0
36469,7.97,-11.01,0
36468,20.2,-11.01,0
36467,37.85,-11.01,0
36466,51.67,-11.01,0
36465,62.43,-11.01,0
36464,69.37,-11.1,0
36463,77.19,-11.11,0
36471,-13.72,-10.86,0
36482,-22.48,-10.81,0
36483,-22.54,-10.81,0
36484,-22.48,-10.77,0
36503,-5.6,-9.91,0
36502,-5.54,-10.02,0
36501,-5.37,-9.96,0
36500,-5.6,-9.99,0
36499,-5.32,-10.06,0
36498,-5.49,-10.2,0
36497,-5.37,-10.22,0
36496,-5.6,-10.36,0
36495,-5.43,-10.43,0
36494,-5.43,-10.51,0
36493,-5.6,-10.51,0
36492,-5.14,-10.54,0
36491,-5.71,-10.52,0
36490,-5.54,-10.61,0
36489,-5.54,-10.61,0
36488,-5.6,-10.61,0
36487,-4.74,-10.64,0
36486,-5.35,-10.71,0
36485,-19.12,-10.73,0
36548,-5.81,-10.28,0
36549,-4.64,-10.0,0
36550,-6.22,-10.02,0
36551,-6.36,-10.29,0
36614,817.4,-10.01,0
36613,777.62,-10.08,0
36612,760.04,-10.12,0
36611,788.15,-10.06,0
36610,806.93,-9.97,0
36609,794.07,-10.03,0
36608,755.94,-10.23,0
36607,859.57,-10.31,0
36615,697.26,-9.98,0
36606,887.63,-10.23,0
36604,857.75,-10.67,0
36603,777.17,-10.65,0
36602,803.8,-10.61,0
36601,899.47,-10.69,0
36600,860.03,-10.72,0
36599,869.65,-10.79,0
36598,892.13,-10.78,0
36597,875.74,-10.9,0
36605,889.62,-10.3,0
36616,643.83,-10.08,0
36617,673.99,-9.91,0
36618,620.83,-10.0,0
36637,1018.81,-10.01,0
36636,1103.49,-10.01,0
36635,945.51,-10.01,0
36634,921.72,-10.02,0
36633,799.55,-10.01,0
36632,739.87,-10.01,0
36631,740.0,-9.97,0
36630,715.7,-9.99,0
36629,720.03,-10.07,0
36628,720.88,-10.07,0
36627,722.82,-10.1,0
36626,788.61,-10.11,0
36625,782.52,-10.08,0
36624,712.52,-10.02,0
36623,665.17,-10.01,0
36622,778.02,-9.81,0
36621,813.36,-9.66,0
36620,808.47,-9.68,0
36619,606.61,-9.94,0
36596,887.8,-10.86,0
36462,84.19,-11.11,0
36595,829.24,-10.86,0
36593,771.19,-10.95,0
36569,78.04,-9.7,0
36568,44.6,-9.61,0
36567,8.89,-9.56,0
36566,-6.47,-9.49,0
36565,-16.29,-9.51,0
36564,-9.82,-9.51,0
36563,8.04,-9.44,0
36562,-20.56,-9.34,0
36570,128.05,-9.77,0
36561,-21.34,-9.38,0
36559,-15.22,-9.36,0
36558,-12.45,-9.36,0
36557,-6.24,-9.69,0
36556,-5.71,-10.16,0
36555,-5.98,-10.4,0
36554,-6.3,-10.61,0
36553,-6.52,-10.5,0
36552,-6.3,-10.34,0
36560,-17.07,-9.41,0
36571,162.69,-9.88,0
36572,200.89,-10.06,0
36573,227.29,-10.11,0
36592,819.51,-10.96,0
36591,814.67,-11.01,0
36590,772.19,-11.01,0
36589,707.25,-11.01,0
36588,677.4,-10.89,0
36587,554.45,-10.5,0
36586,485.12,-10.45,0
36585,458.35,-10.3,0
36584,374.63,-10.24,0
36583,352.43,-10.37,0
36582,378.3,-10.58,0
36581,406.86,-10.79,0
36580,419.08,-10.86,0
36579,405.49,-10.79,0
36578,382.37,-10.45,0
36577,358.04,-10.39,0
36576,340.32,-10.47,0
36575,297.36,-10.47,0
36574,260.29,-10.29,0
36594,772.33,-10.96,0
36461,92.56,-11.11,0
36460,103.52,-11.11,0
36459,115.93,-11.2,0
36345,503.94,-12.96,0
36344,491.14,-13.01,0
36343,491.93,-13.01,0
36342,490.74,-13.01,0
36341,480.83,-13.01,0
36340,473.84,-13.07,0
36339,474.69,-13.11,0
36338,487.27,-13.11,0
36346,517.26,-12.91,0
36337,495.52,-13.11,0
36335,495.01,-13.11,0
36334,487.21,-13.11,0
36333,466.72,-13.14,0
36332,464.1,-13.21,0
36331,467.06,-13.21,0
36330,472.18,-13.18,0
36329,476.79,-13.2,0
39243,-5.51,-15.04,0
36336,494.55,-13.11,0
36347,529.38,-12.91,0
36348,544.23,-12.91,0
36349,550.3,-12.91,0
36368,508.27,-12.12,0
36367,507.47,-12.21,0
36366,511.0,-12.22,0
36365,519.93,-12.31,0
36364,529.78,-12.42,0
36363,539.05,-12.56,0
36362,542.81,-12.61,0
36361,545.6,-12.61,0
36360,554.99,-12.62,0
36359,555.05,-12.61,0
36358,563.24,-12.61,0
36357,571.04,-12.69,0
36356,572.23,-12.71,0
36355,571.15,-12.76,0
36354,571.95,-12.81,0
36353,568.82,-12.76,0
36352,561.08,-12.77,0
36351,553.45,-12.82,0
36350,546.57,-12.91,0
36327,444.7,-13.21,0
36369,506.96,-12.1,0
36326,441.23,-13.26,0
36324,437.87,-13.32,0
36300,514.82,-13.51,0
36299,535.74,-13.45,0
36298,552.67,-13.41,0
36297,564.91,-13.42,0
36296,585.89,-13.47,0
36295,607.09,-13.41,0
36294,608.94,-13.34,0
36293,613.56,-13.31,0
36301,499.39,-13.55,0
36292,634.76,-13.31,0
36290,699.71,-13.2,0
36289,734.36,-13.09,0
36288,742.54,-12.96,0
36287,733.08,-12.91,0
36286,739.05,-12.91,0
36285,768.64,-12.98,0
36284,801.01,-13.01,0
36283,838.35,-13.01,0
36291,656.53,-13.31,0
36302,473.92,-13.6,0
36303,456.99,-13.55,0
36304,452.58,-13.51,0
