label_idx,OT_true,exog_temp,emb_cluster,should_close_true,should_close_pred
39517,-5.37,-12.34,0,1,1
39518,-5.14,-12.04,0,1,1
39510,-5.2,-12.18,0,1,1
39499,-5.5,-13.14,0,1,1
39498,-5.14,-12.93,0,1,1
39497,-5.78,-12.47,0,1,1
39478,-5.43,-12.74,0,1,1
39479,-5.36,-12.52,0,1,1
39480,-5.86,-12.98,0,1,1
39481,-5.74,-12.85,0,1,1
39482,-5.64,-12.63,0,1,1
39483,-5.64,-13.4,0,1,1
39484,-5.5,-13.21,0,1,1
39485,-5.92,-12.95,0,1,1
39486,-5.86,-12.9,0,1,1
39487,-6.07,-12.91,0,1,1
39488,-5.64,-12.8,0,1,1
39489,-5.29,-12.63,0,1,1
39490,-5.64,-12.24,0,1,1
39491,-6.07,-12.98,0,1,1
39492,-5.5,-13.18,0,1,1
39493,-5.29,-12.97,0,1,1
39494,-5.93,-12.75,0,1,1
39495,-5.93,-12.65,0,1,1
39496,-6.07,-12.79,0,1,1
39476,-5.28,-12.93,0,1,1
39609,-6.19,-10.73,0,1,1
39610,-5.85,-12.05,0,1,1
39611,-5.71,-12.01,0,1,1
39726,1075.55,-10.27,0,0,1
39727,799.48,-10.19,0,1,1
39728,743.25,-10.13,0,1,1
39729,665.96,-9.95,0,1,1
39730,1099.73,-10.1,0,0,1
39731,1122.95,-10.3,0,0,1
39732,1206.78,-10.18,0,0,1
39733,1122.55,-10.41,0,0,1
39724,849.45,-9.9,0,1,1
39736,1470.39,-10.42,0,0,1
37501,1260.63,-9.3,0,0,1
37500,1195.84,-9.3,0,0,1
39741,606.21,-9.9,0,1,1
39742,953.65,-10.0,0,1,1
39743,1260.33,-10.38,0,0,1
39744,825.67,-10.28,0,1,1
39745,458.66,-9.95,0,1,1
39746,396.52,-9.7,0,1,1
39737,1181.29,-10.34,0,0,1
39723,1158.01,-10.21,0,0,1
39722,1193.58,-10.16,0,0,1
39721,1159.6,-10.31,0,0,1
39702,424.15,-9.73,0,1,1
39703,583.39,-9.89,0,1,1
39704,269.7,-9.58,0,1,1
39705,145.63,-9.38,0,1,1
39706,180.52,-9.51,0,1,1
39707,439.52,-9.54,0,1,1
39708,987.28,-10.04,0,1,1
39709,856.16,-10.18,0,1,1
39710,858.66,-10.26,0,1,1
39711,716.67,-10.32,0,1,1
39712,580.37,-10.22,0,1,1
39713,431.83,-9.94,0,1,1
39714,657.37,-9.84,0,1,1
39715,982.04,-10.07,0,1,1
39716,1002.13,-10.2,0,0,1
39717,1074.69,-10.38,0,0,1
39718,918.76,-10.32,0,1,1
39719,611.1,-9.91,0,1,1
39720,960.76,-10.15,0,1,1
39747,408.72,-9.62,0,1,1
39701,448.17,-9.72,0,1,1
39748,936.46,-9.9,0,1,1
39750,958.65,-10.24,0,1,1
39774,1498.66,-10.34,0,0,1
39775,1644.21,-10.3,0,0,1
39783,1463.96,-10.62,0,0,1
39784,1182.01,-10.71,0,0,1
39788,856.95,-10.76,0,1,1
39789,956.32,-10.6,0,1,1
39790,941.98,-10.65,0,1,1
39791,935.21,-10.7,0,1,1
39773,1377.8,-10.12,0,0,1
39792,1452.58,-10.75,0,0,1
39803,630.36,-10.52,0,1,1
39804,774.26,-10.51,0,1,1
39805,855.53,-10.7,0,1,1
39806,1088.75,-10.74,0,0,1
39807,944.71,-10.85,0,1,1
39808,715.31,-10.58,0,1,1
39809,543.78,-10.61,0,1,1
39810,624.65,-10.66,0,1,1
39793,1391.23,-10.94,0,0,1
39772,1075.82,-9.99,0,0,1
39771,800.66,-9.99,0,1,1
39770,591.16,-9.79,0,1,1
39751,827.19,-10.14,0,1,1
39752,754.96,-10.19,0,1,1
39753,824.56,-10.08,0,1,1
39754,831.59,-9.93,0,1,1
39755,803.0,-10.28,0,1,1
39756,738.91,-9.96,0,1,1
39757,781.95,-9.84,0,1,1
39758,1153.93,-10.06,0,0,1
39759,1041.53,-10.11,0,0,1
39760,749.79,-10.08,0,1,1
39761,606.02,-9.96,0,1,1
39762,603.89,-9.69,0,1,1
39763,466.31,-9.82,0,1,1
39764,740.76,-9.87,0,1,1
39765,1108.54,-9.96,0,0,1
39766,1028.44,-10.21,0,0,1
39767,1063.44,-10.29,0,0,1
39768,697.58,-10.05,0,1,1
39769,615.2,-9.8,0,1,1
39749,1169.02,-10.22,0,0,1
40224,73.64,-16.81,0,1,1
39700,501.61,-9.59,0,1,1
39698,313.69,-9.48,0,1,1
39635,160.84,-10.34,0,1,1
39636,191.36,-10.53,0,1,1
39637,230.06,-10.54,0,1,1
39638,166.6,-10.45,0,1,1
39639,217.61,-10.4,0,1,1
39640,213.41,-10.48,0,1,1
39641,178.98,-10.49,0,1,1
39642,88.07,-10.34,0,1,1
39634,-25.18,-9.94,0,1,1
39643,98.96,-10.17,0,1,1
39645,93.64,-10.06,0,1,1
39646,68.17,-9.83,0,1,1
39647,51.94,-9.64,0,1,1
39648,37.22,-9.64,0,1,1
39649,44.27,-9.53,0,1,1
39650,116.46,-10.02,0,1,1
39651,215.12,-10.03,0,1,1
39652,127.44,-10.2,0,1,1
39644,122.01,-10.14,0,1,1
39633,-16.72,-9.9,0,1,1
39632,-18.99,-10.38,0,1,1
39631,-6.54,-10.64,0,1,1
39612,-5.78,-11.99,0,1,1
39613,-5.83,-12.06,0,1,1
39614,-5.98,-11.69,0,1,1
39615,-6.47,-10.99,0,1,1
39616,-6.17,-10.77,0,1,1
39617,-6.69,-10.49,0,1,1
39618,-6.19,-10.72,0,1,1
39619,-6.47,-11.84,0,1,1
39620,-6.33,-12.07,0,1,1
39621,-6.19,-12.11,0,1,1
39622,-5.69,-11.86,0,1,1
39623,-6.33,-11.24,0,1,1
39624,-5.9,-11.12,0,1,1
39625,-5.83,-10.51,0,1,1
39626,-5.26,-9.94,0,1,1
39627,-5.48,-10.23,0,1,1
39628,-5.34,-10.73,0,1,1
39629,-4.7,-11.24,0,1,1
39630,-6.69,-11.23,0,1,1
39653,125.83,-10.13,0,1,1
39699,437.01,-9.67,0,1,1
39654,284.44,-10.32,0,1,1
39656,169.02,-10.0,0,1,1
39680,35.74,-9.17,0,1,1
39681,80.24,-9.08,0,1,1
39682,224.51,-9.36,0,1,1
39683,268.73,-9.52,0,1,1
39684,171.16,-9.6,0,1,1
39685,158.15,-9.5,0,1,1
39686,401.33,-9.57,0,1,1
39687,616.28,-10.06,0,1,1
39679,168.4,-9.58,0,1,1
39688,526.59,-10.14,0,1,1
39690,460.52,-9.93,0,1,1
39691,348.35,-9.6,0,1,1
39692,661.7,-9.84,0,1,1
39693,493.92,-10.04,0,1,1
39694,447.09,-9.7,0,1,1
39695,441.97,-9.86,0,1,1
39696,373.56,-9.94,0,1,1
39697,237.37,-9.79,0,1,1
39689,581.51,-10.26,0,1,1
39678,191.5,-9.51,0,1,1
39677,144.95,-9.35,0,1,1
39676,245.51,-10.09,0,1,1
39657,81.89,-9.76,0,1,1
39658,82.46,-9.58,0,1,1
39659,211.25,-9.86,0,1,1
39660,131.92,-9.93,0,1,1
39661,175.74,-9.72,0,1,1
39662,79.9,-9.76,0,1,1
39663,73.3,-9.47,0,1,1
39664,113.19,-9.61,0,1,1
39665,24.07,-9.52,0,1,1
39666,-23.67,-9.66,0,1,1
39667,0.4,-9.34,0,1,1
39668,1.88,-9.54,0,1,1
39669,72.39,-9.46,0,1,1
39670,-27.26,-9.16,0,1,1
39671,-27.26,-9.24,0,1,1
39672,-23.33,-9.3,0,1,1
39673,104.26,-9.7,0,1,1
39674,360.07,-9.92,0,1,1
39675,482.37,-10.21,0,1,1
39655,198.84,-10.24,0,1,1
40225,76.83,-16.84,0,1,1
40226,83.49,-16.81,0,1,1
40227,82.06,-16.8,0,1,1
36525,-5.77,-10.24,0,1,1
36524,-5.66,-10.46,0,1,1
36523,-5.83,-10.48,0,1,1
36522,-5.83,-10.17,0,1,1
36521,-5.54,-9.78,0,1,1
36520,-5.72,-9.66,0,1,1
36519,-5.09,-9.74,0,1,1
36518,-5.83,-9.6,0,1,1
36526,-5.54,-10.07,0,1,1
36517,-5.49,-9.64,0,1,1
36515,-6.06,-9.45,0,1,1
36514,-5.15,-9.38,0,1,1
36513,-5.52,-9.48,0,1,1
36512,-5.63,-9.7,0,1,1
36511,-5.66,-9.71,0,1,1
36510,-5.43,-9.81,0,1,1
36509,-5.66,-9.86,0,1,1
36508,-5.94,-9.76,0,1,1
36516,-5.09,-9.59,0,1,1
36507,-5.73,-9.62,0,1,1
36527,-5.72,-10.01,0,1,1
36529,-5.72,-9.74,0,1,1
36547,-5.37,-9.92,0,1,1
36546,-4.62,-9.88,0,1,1
36545,-4.83,-10.02,0,1,1
36544,-5.31,-10.01,0,1,1
36543,-5.32,-9.96,0,1,1
36542,-4.74,-9.98,0,1,1
36541,-5.37,-10.05,0,1,1
36540,-5.88,-10.0,0,1,1
36528,-5.66,-9.95,0,1,1
36539,-5.89,-9.74,0,1,1
36537,-5.66,-9.62,0,1,1
36536,-5.89,-9.68,0,1,1
36535,-5.72,-9.68,0,1,1
